seq,name/first,name/last,age,zip,dollar
2036,Myra,Hayes,31,28068,$4178.97
2037,Johnny,Pittman,29,07412,$7106.26
2038,Luella,Peterson,56,78143,$3231.23
2039,Hunter,Moreno,20,58330,$4914.81
2040,Jerome,Rios,27,37808,$1483.74
2041,Mason,Buchanan,60,91309,$5972.19
2042,Rosie,Schultz,45,36449,$6750.36
2043,Eliza,Atkins,22,11756,$5171.44
2044,Annie,Garcia,24,85012,$1251.64
2045,Jorge,McDaniel,54,15211,$3962.19
2046,Zachary,Marsh,43,05327,$538.46
2047,Bernard,Frazier,44,30911,$3100.04
2048,Ruth,Glover,65,83836,$8236.53
2049,Ollie,Baldwin,37,53097,$5503.29
2050,Lewis,Curry,18,43353,$7768.48
2051,Jerry,Poole,63,43362,$5547.07
2052,Lawrence,Chavez,27,27811,$2013.52
2053,Daniel,Wheeler,58,52062,$4233.65
2054,Birdie,Price,20,18270,$2325.72
2055,Edgar,Swanson,65,89536,$4717.38
2056,Winnie,Underwood,52,04380,$9523.75
2057,Brett,Lowe,37,87436,$1615.92
2058,Leah,May,28,80604,$4479.17
2059,Ray,Curtis,30,12812,$4330.44
2060,Nelle,Gonzales,19,97266,$6163.75
2061,Gordon,Nash,27,87305,$9256.45
2062,Adele,James,27,18486,$9203.56
2063,Jose,Wade,48,00148,$7152.74
2064,Luella,Greer,53,43440,$6705.07
2065,Beatrice,Barnes,44,60645,$4683.39
2066,Jeffrey,Dennis,46,12017,$1019.73
2067,Erik,Cummings,35,98014,$3206.70
2068,Lewis,Gibson,26,73695,$3588.51
2069,Belle,Warner,48,43755,$8415.53
2070,Rosalie,Cortez,25,01698,$404.51
2071,Melvin,Schmidt,19,39839,$6382.38
2072,Minerva,Bowen,25,01126,$1530.14
2073,Linnie,Tran,46,18380,$4262.12
2074,Delia,Tate,34,62392,$6495.06
2075,Anthony,Underwood,51,43263,$9928.80
2076,Julia,Perkins,26,97405,$2949.37
2077,Carl,Wilkins,31,47359,$8888.46
2078,Annie,Richardson,26,47615,$7921.24
2079,Garrett,Diaz,34,32596,$3241.45
2080,Noah,Lawson,19,74192,$2438.54
2081,Rosa,Washington,49,31662,$3247.91
2082,Arthur,Baker,57,77311,$1501.96
2083,Christina,Herrera,54,68237,$3024.10
2084,Curtis,Gray,37,97882,$5517.83
2085,Jesus,Robertson,57,04723,$5273.02
2086,Dennis,Moody,42,52087,$9622.23
2087,Floyd,Frazier,24,23462,$147.05
2088,Victor,Chapman,22,43089,$424.74
2089,Edwin,Fletcher,59,45774,$6048.80
2090,Tommy,Arnold,26,69080,$8015.11
2091,Luis,Lambert,58,85028,$1817.16
2092,Jorge,Thornton,49,22968,$3512.97
2093,Nancy,Sanders,23,26928,$9658.96
2094,Albert,Soto,53,12897,$4540.54
2095,Louis,Ball,37,79467,$4014.86
2096,Mildred,King,21,05530,$4193.63
2097,Dorothy,McKenzie,54,98969,$3384.06
2098,Seth,Jimenez,61,28891,$2415.35
2099,Garrett,Rogers,38,01921,$2414.41
2100,Erik,Lyons,23,90707,$7999.49
2101,Blake,Mack,33,23404,$8914.08
2102,Connor,Dennis,48,01519,$8011.92
2103,Samuel,Steele,18,75795,$2138.56
2104,Jay,Dean,36,98075,$2959.10
2105,Stephen,Zimmerman,23,73782,$4136.48
2106,Cornelia,Adams,42,33397,$2048.86
2107,Ernest,Glover,31,18820,$5836.80
2108,Ruth,Young,48,04301,$719.28
2109,Franklin,Brady,56,70940,$9162.57
2110,Jerome,Kelley,58,12616,$4518.62
2111,Ivan,Simpson,33,87515,$9713.38
2112,Laura,Pena,64,08797,$1912.44
2113,Ricky,Flowers,34,42114,$1552.13
2114,Patrick,Evans,60,93475,$5262.01
2115,Celia,Nunez,41,47522,$2740.01
2116,Brent,Conner,21,84096,$6433.75
2117,Bertha,Becker,65,31819,$6617.76
2118,Corey,Perry,46,14670,$9046.40
2119,Alice,Conner,54,53566,$9213.81
2120,Matilda,McKenzie,60,40815,$3559.18
2121,Edward,Vasquez,25,88001,$2180.94
2122,Cornelia,Love,45,65828,$2171.75
2123,Mamie,Baldwin,59,44437,$1065.45
2124,Danny,Horton,41,85921,$9966.25
2125,Helen,Henry,49,08975,$2844.55
2126,Jonathan,Bailey,40,50773,$5041.95
2127,Cornelia,Wells,54,18628,$780.28
2128,Mitchell,Richards,52,62812,$3713.97
2129,Eugene,Jennings,65,40008,$3055.81
2130,Lida,Cook,28,62375,$8689.14
2131,Vincent,Howell,50,13266,$9404.16
2132,Inez,Willis,65,54596,$941.90
2133,Sean,Davidson,63,00966,$6837.79
2134,Randy,Cole,25,60446,$3510.70
2135,Sylvia,Newton,64,18715,$8866.15
2136,Sam,Johnston,26,12034,$2897.27
2137,Elsie,Romero,37,65013,$7946.18
2138,Chester,Hubbard,36,61506,$6714.16
2139,Stella,Diaz,46,15946,$4752.44
2140,Michael,Kennedy,49,06257,$1321.17
2141,Leo,Malone,52,01603,$9870.76
2142,Lola,Strickland,28,72800,$8377.60
2143,Ola,Young,61,72254,$6512.81
2144,Ruby,Powell,48,16241,$7563.59
2145,Lester,Mitchell,29,35377,$1824.16
2146,Garrett,Hunt,25,46604,$2854.60
2147,Adeline,Powell,32,52648,$2879.15
2148,Millie,Maxwell,59,20904,$3410.92
2149,Augusta,Webb,37,75591,$8899.49
2150,Virginia,Sparks,28,64063,$4921.55
2151,Erik,Phelps,38,27045,$5334.08
2152,Walter,Fox,59,29678,$1932.37
2153,Blake,Wright,59,66977,$1436.89
2154,Etta,Schneider,53,65975,$1165.10
2155,Theodore,Ward,53,00378,$9652.44
2156,Lura,Garcia,54,46438,$9936.77
2157,Josie,Gibbs,41,36367,$4340.13
2158,Jean,Doyle,45,26748,$8393.29
2159,Jesus,Norton,19,63909,$3471.37
2160,Philip,Hanson,28,49900,$3517.30
2161,Elnora,Stevens,23,53012,$4141.09
2162,Harriet,Hawkins,50,54130,$9984.90
2163,Jeffrey,Higgins,64,33192,$2249.60
2164,Francisco,Watts,45,63736,$1791.35
2165,Theodore,Copeland,34,84700,$6874.61
2166,Ricardo,McCormick,20,51755,$5139.30
2167,Arthur,Salazar,32,57103,$8688.30
2168,Hilda,Hines,46,53283,$605.14
2169,Charles,Young,46,68349,$8211.11
2170,Viola,Thomas,54,51722,$9783.84
2171,Nellie,Briggs,56,79378,$5112.30
2172,Leah,Aguilar,33,29467,$9137.57
2173,Lora,Greer,49,65080,$6320.94
2174,Shane,Santos,55,47405,$2708.85
2175,Andre,Moran,33,20867,$4285.67
2176,Gavin,Nelson,58,78576,$5396.55
2177,Corey,Underwood,41,06819,$6868.29
2178,Hilda,Torres,21,87497,$1714.66
2179,Craig,Joseph,38,14205,$4746.82
2180,Iva,McKinney,42,45104,$9574.34
2181,Willie,Morton,34,43828,$9699.19
2182,Edgar,Potter,28,35583,$3225.62
2183,Ada,Hall,40,45337,$1480.18
2184,Milton,Bishop,26,49963,$588.57
2185,Rodney,Phillips,36,12102,$1483.38
2186,Miguel,Joseph,25,59861,$2589.67
2187,Winnie,McKinney,32,83769,$6566.37
2188,Francis,Collier,23,76876,$64.67
2189,Ricardo,Hunt,40,29219,$864.29
2190,Steve,Fitzgerald,61,11561,$792.56
2191,Lilly,Gibson,32,44740,$5318.44
2192,Mabel,Mendez,31,00138,$701.83
2193,Cecilia,Ward,60,99313,$8974.59
2194,Nettie,Luna,23,65397,$9425.96
2195,Louise,Barnett,54,08856,$1546.87
2196,Scott,Hines,38,46725,$2509.93
2197,Clara,Lindsey,27,37556,$6365.10
2198,Allen,Mitchell,47,54669,$1995.58
2199,Nelle,Collins,55,58418,$6439.28
2200,Hunter,Chavez,40,27112,$3647.70
2201,Milton,McGuire,28,45526,$9652.56
2202,Roger,Vaughn,28,25274,$4982.99
2203,Anne,Guerrero,40,99543,$4602.06
2204,Kathryn,Glover,21,61899,$3587.50
2205,Jason,Bridges,50,04432,$6983.33
2206,Lily,Stevens,52,54304,$9940.52
2207,Hester,Peters,29,38906,$63.21
2208,Dale,Russell,44,01321,$7130.00
2209,Logan,Harrington,46,42233,$8316.04
2210,Flora,Jenkins,59,07882,$9131.92
2211,Kathryn,Quinn,23,28521,$4973.40
2212,Lulu,Nelson,32,67321,$9774.13
2213,Emilie,Yates,52,43425,$3791.83
2214,Jane,Jennings,55,62171,$4230.21
2215,Emily,Phelps,27,96442,$7324.62
2216,Bruce,Ruiz,22,43220,$4002.68
2217,Cameron,Black,60,05797,$1141.33
2218,Ian,Gutierrez,24,83523,$3273.01
2219,Julian,Casey,37,42767,$2894.24
2220,Darrell,Yates,50,60766,$9102.92
2221,Joseph,Cooper,53,53317,$5166.29
2222,Austin,Bates,57,07153,$4707.10
2223,Jackson,Fisher,63,80280,$2277.29
2224,Ophelia,Kelly,21,46858,$7137.79
2225,Lou,McGuire,23,05698,$4822.75
2226,Joshua,Oliver,22,69320,$5009.93
2227,Elijah,Williamson,19,00509,$8553.36
2228,Rosie,Vega,59,51455,$1935.84
2229,Albert,Baker,53,41674,$3608.48
2230,Jordan,Gross,37,48693,$3133.12
2231,Lilly,Taylor,25,08260,$6862.11
2232,Eugenia,Reid,45,10360,$931.50
2233,Estelle,Schneider,58,39466,$9145.56
2234,Christine,Cox,61,62784,$878.38
2235,Don,Franklin,27,70026,$2329.77
2236,Augusta,Jacobs,41,11096,$2074.42
2237,Jeff,Lyons,18,29193,$3350.05
2238,Verna,Rowe,28,17896,$1536.25
2239,Ruby,Mills,42,24253,$4627.92
2240,Lora,Ramirez,27,57014,$6466.87
2241,Danny,Barker,53,62879,$8231.96
2242,Vernon,Lane,37,01851,$9869.02
2243,Charlie,Murphy,43,74388,$8255.26
2244,Minerva,Schultz,22,94810,$5413.30
2245,Jorge,Sharp,31,87623,$3704.16
2246,David,Powers,28,67513,$70.43
2247,Josephine,Pratt,55,39748,$6259.09
2248,Lou,Goodman,42,51071,$3011.68
2249,Marc,Mills,54,04584,$6995.57
2250,Russell,Guerrero,47,41353,$7694.38
2251,Pearl,Williamson,45,01072,$9482.23
2252,Katharine,Figueroa,46,50079,$2248.64
2253,Bessie,Norris,18,01148,$4853.06
2254,Myra,Hodges,56,60410,$7734.60
2255,Georgie,Rodgers,49,81247,$905.87
2256,Terry,Swanson,55,74237,$8434.49
2257,Clyde,Sanders,44,53562,$3463.14
2258,Rebecca,Jones,39,52028,$6214.35
2259,Linnie,McCormick,27,81401,$1255.93
2260,Grace,Sanders,49,93517,$238.71
2261,Phillip,Parks,46,29444,$9228.29
2262,Derek,Gonzalez,30,58191,$6519.29
2263,Edward,Benson,22,78664,$4935.61
2264,Brent,Leonard,59,03393,$9445.19
2265,Linnie,Gill,57,49205,$265.99
2266,Adam,Simpson,29,51718,$6731.81
2267,Delia,Collins,38,07288,$3161.18
2268,Stephen,Hamilton,51,49162,$2227.88
2269,Travis,Ray,62,90521,$6100.50
2270,Ann,Page,22,61643,$9673.02
2271,Alvin,Torres,56,75015,$4092.83
2272,Zachary,White,27,76116,$3398.06
2273,Marian,Bennett,51,70788,$5487.87
2274,Shane,Kelly,37,17540,$9404.66
2275,Alta,Strickland,20,79884,$6387.09
2276,Landon,Barton,34,95575,$4468.19
2277,Myrtle,Baldwin,59,48816,$5099.23
2278,Vernon,Miles,25,39836,$7485.04
2279,Clara,Santos,65,73640,$70.28
2280,Henrietta,Garza,44,58998,$458.32
2281,Mario,Barber,55,28479,$5690.38
2282,Jeremy,Morgan,21,84302,$1453.02
2283,Frederick,Jennings,64,82427,$9247.53
2284,Mabelle,Osborne,57,12541,$7186.54
2285,Julian,Hanson,35,84460,$7510.41
2286,Luke,Willis,23,94096,$934.22
2287,Sadie,Moran,42,63436,$6557.85
2288,Calvin,Murphy,30,21965,$3977.96
2289,Tyler,Richards,62,85225,$7673.57
2290,Alfred,Nguyen,59,48845,$6790.91
2291,May,Harmon,60,72593,$6913.98
2292,Isaiah,Welch,23,85264,$2668.76
2293,David,Vasquez,28,83282,$2692.99
2294,Ophelia,Guzman,44,09995,$9284.40
2295,Maud,Ward,26,85780,$991.28
2296,Bettie,Allison,61,62685,$7582.52
2297,Kate,Olson,46,16825,$7795.30
2298,Elijah,Frazier,42,09935,$6923.95
2299,Ernest,Bryant,26,97363,$1017.43
2300,Ernest,Mack,36,39647,$5500.57
2301,Katie,Myers,35,30983,$9497.21
2302,Thomas,Barrett,63,52915,$7421.94
2303,Madge,Larson,24,59898,$9578.96
2304,Rosie,Brooks,48,08484,$7333.04
2305,Dollie,Barnett,46,59075,$7635.16
2306,Isabella,Mendez,54,59609,$3279.79
2307,Jeremy,Gomez,44,68765,$2200.28
2308,Ralph,Holt,42,63658,$440.34
2309,Sean,Hampton,51,15264,$1347.25
2310,Todd,Kelley,46,04336,$7691.40
2311,Mina,Day,47,32379,$8384.80
2312,Alan,Doyle,59,32565,$1127.32
2313,Patrick,Hall,55,70224,$2799.32
2314,Harvey,Johnson,54,42820,$6959.70
2315,Augusta,Andrews,53,83012,$6452.45
2316,Frances,Hunt,63,60652,$8915.89
2317,Iva,Moody,49,99903,$3063.75
2318,Ida,Colon,24,48236,$8223.70
2319,Nora,Watson,54,04552,$8688.16
2320,Elsie,Spencer,54,71033,$4179.56
2321,Joel,Rivera,48,33755,$7201.72
2322,Irene,Simpson,32,53784,$4797.46
2323,Bertha,Hoffman,51,71584,$5866.46
2324,Ella,Fisher,29,19172,$4037.26
2325,Alexander,Gross,28,26983,$2496.81
2326,Myra,Garrett,21,67214,$9337.64
2327,Cecelia,Wilkerson,44,35899,$5144.78
2328,Manuel,Morton,27,51496,$818.51
2329,Mildred,Peterson,45,25500,$6954.31
2330,Wesley,Jones,51,87439,$7069.40
2331,Glenn,Ray,53,86291,$6803.11
2332,Alice,Henderson,49,24999,$8648.89
2333,Harry,Fernandez,33,90719,$1602.42
2334,Justin,Campbell,32,49466,$8865.77
2335,Gregory,Palmer,58,72185,$6411.79
2336,Virginia,Padilla,60,94646,$2606.60
2337,Lillian,Warner,52,37010,$3583.76
2338,Luke,George,48,28303,$6808.89
2339,Olga,Graves,42,07851,$3372.65
2340,Harriet,Stewart,18,11092,$289.39
2341,Janie,Reese,25,03080,$73.63
2342,Susan,Rivera,62,03889,$3500.15
2343,Charlie,Hughes,36,51628,$4581.37
2344,Gordon,Moss,50,01915,$1044.25
2345,Derek,Hoffman,20,46494,$5345.36
2346,Birdie,Garza,34,07094,$1955.31
2347,Noah,Curtis,43,13579,$8929.58
2348,Leona,Wagner,56,13693,$5029.45
2349,Charlotte,Campbell,63,65834,$8769.76
2350,Alfred,Barton,49,35200,$7524.81
2351,Curtis,Schultz,36,28367,$3036.27
2352,Pauline,Burke,39,87923,$7230.99
2353,Estelle,Holmes,65,03089,$2820.92
2354,Ethel,Hansen,41,10220,$453.23
2355,Duane,Hamilton,45,06935,$8268.36
2356,Rachel,Zimmerman,51,15210,$7022.69
2357,Lettie,Vargas,33,19991,$7243.30
2358,Ollie,Walton,48,23782,$4782.52
2359,Nicholas,Pearson,38,60690,$974.84
2360,Bertie,Barber,58,87451,$791.55
2361,Winnie,Medina,33,63495,$3082.90
2362,Isabella,Carter,41,92346,$4701.06
2363,Katherine,Greene,27,23182,$1972.87
2364,Jon,Klein,37,98080,$7807.82
2365,Milton,Wells,60,34155,$8676.07
2366,Logan,Franklin,59,21727,$5936.62
2367,Dorothy,Snyder,36,29686,$3937.31
2368,Theresa,Thomas,30,33282,$8888.77
2369,Ina,Hansen,47,70187,$5940.10
2370,Gavin,Elliott,50,86235,$6452.73
2371,Jeanette,Abbott,62,35759,$7710.31
2372,Ellen,Vargas,36,40377,$7476.39
2373,Genevieve,Singleton,49,55920,$6541.30
2374,Brandon,Norman,41,58010,$2526.01
2375,Garrett,Reed,29,01380,$1828.18
2376,Luke,Gonzales,49,31738,$8964.36
2377,Carolyn,Wilkerson,25,62351,$7341.24
2378,Hester,Baker,42,74089,$1530.85
2379,Katharine,Warren,53,14360,$7712.20
2380,Timothy,George,32,83404,$688.49
2381,Clifford,Griffin,38,99156,$7703.35
2382,Lydia,Ballard,35,49213,$617.65
2383,Tyler,Castro,41,36395,$9110.93
2384,Augusta,Chavez,48,11512,$1039.41
2385,Katharine,Carlson,48,18443,$8613.91
2386,Iva,Becker,19,71392,$506.92
2387,Madge,Harris,33,07094,$7631.01
2388,Stephen,Kennedy,35,36799,$9929.52
2389,Philip,Morrison,26,43995,$5706.05
2390,Carlos,Valdez,22,53477,$8167.57
2391,Winifred,Schwartz,20,89996,$1265.73
2392,Luis,Taylor,39,75510,$8196.42
2393,Mason,Leonard,49,20313,$6809.53
2394,Marie,Wolfe,45,78568,$3394.20
2395,Alfred,Erickson,43,92010,$9137.08
2396,Eliza,Harmon,49,80552,$236.77
2397,Duane,Pena,39,99033,$5368.67
2398,Gregory,Parks,37,51355,$9822.64
2399,Dora,Reed,27,86082,$3017.82
2400,Alice,Weaver,38,92558,$2501.72
2401,Genevieve,Salazar,61,81137,$30.86
2402,Jeremy,Ferguson,56,80445,$6141.06
2403,Louise,Jenkins,55,07351,$7914.36
2404,Landon,Tucker,36,60677,$7038.01
2405,Winifred,Nichols,28,79239,$6509.93
2406,Eliza,Long,32,57626,$2229.73
2407,Julia,Bass,41,98802,$269.69
2408,Julia,Vega,21,06371,$9369.49
2409,James,Diaz,52,27861,$4049.87
2410,Alvin,Wolfe,24,56430,$8093.25
2411,Juan,Tucker,48,49424,$8437.42
2412,May,Rivera,19,15845,$381.88
2413,Francisco,May,52,93648,$9905.49
2414,Cornelia,Chandler,64,27655,$4869.76
2415,Caleb,Barker,33,70706,$8658.84
2416,Betty,Parsons,31,57328,$8498.94
2417,Ryan,Clayton,25,01419,$3240.93
2418,Beulah,Smith,58,55589,$1448.21
2419,Stephen,Young,18,58010,$8783.40
2420,Leila,Newman,33,71098,$923.90
2421,Estelle,Webster,59,26249,$2038.96
2422,Michael,Foster,59,07737,$1888.91
2423,Mathilda,Copeland,27,81010,$8580.31
2424,Caroline,Fisher,50,91102,$5159.61
2425,Sylvia,Summers,64,80646,$1414.69
2426,Cynthia,Medina,51,95241,$6782.03
2427,Luella,Hale,53,12271,$5158.57
2428,Bradley,Larson,41,98447,$3503.66
2429,Ernest,Norman,42,15848,$3992.90
2430,Violet,Jackson,58,08980,$1830.91
2431,Phillip,Powell,24,74664,$3992.02
2432,Noah,Baldwin,40,44043,$949.88
2433,Isabelle,Hogan,21,05915,$6677.93
2434,Etta,Edwards,63,26463,$1098.09
2435,Lulu,Lucas,25,11013,$8851.10
2436,Myrtle,Chandler,42,71482,$5437.62
2437,Randy,Brown,55,50878,$5779.48
2438,Josephine,French,48,41781,$5457.74
2439,Alexander,Edwards,23,69908,$7813.38
2440,Ella,Ramos,22,21822,$7421.80
2441,Devin,Caldwell,19,34475,$2272.53
2442,Milton,Barton,55,23875,$7792.87
2443,Raymond,Jacobs,44,31760,$7328.08
2444,Laura,Pittman,37,27971,$7730.19
2445,Lois,Rowe,18,93233,$5178.40
2446,Cecilia,Tran,44,60318,$3107.60
2447,Elmer,Hernandez,57,61020,$3652.72
2448,Alberta,Wells,20,98123,$7145.63
2449,Jayden,Richards,21,26686,$6831.35
2450,Mathilda,Chambers,65,19217,$7041.70
2451,Cole,Ford,61,55276,$7102.09
2452,Estella,Bryan,25,97959,$3486.83
2453,Harold,Newton,20,56351,$4351.77
2454,Dora,Price,63,72431,$7930.49
2455,Jeff,Cox,52,36950,$6919.66
2456,Ralph,Figueroa,33,25386,$6536.85
2457,Bernice,Nguyen,38,74210,$4519.00
2458,Alexander,Cross,32,23339,$9895.30
2459,Roxie,Lambert,61,52050,$7267.34
2460,Jean,Gross,34,97056,$841.39
2461,Rosetta,Estrada,56,40379,$9478.24
2462,Martha,Morton,20,24131,$6497.19
2463,Georgie,Myers,26,82896,$5217.58
2464,Rhoda,Porter,28,26241,$9289.99
2465,Ellen,Barber,24,52328,$4200.22
2466,Roxie,Richardson,21,48827,$2149.25
2467,Angel,Holmes,65,39880,$5948.52
2468,Troy,Jennings,25,35531,$7124.26
2469,Ola,Roberson,43,60696,$8206.30
2470,Landon,Mendez,29,38253,$9478.10
2471,Bernard,Newman,30,18679,$1715.03
2472,Willie,Ballard,19,74821,$222.83
2473,Paul,Munoz,44,54537,$9180.37
2474,Phoebe,Alexander,52,17776,$2442.07
2475,Randy,Watkins,43,74347,$5038.56
2476,Noah,Roberts,50,82156,$3881.21
2477,Genevieve,Payne,39,61643,$3916.50
2478,Gary,Perry,25,06531,$7473.73
2479,Vera,Simpson,34,80194,$3097.42
2480,Joshua,Ballard,26,78915,$9591.16
2481,Glenn,McDaniel,47,42858,$7297.87
2482,Jay,Gross,33,86459,$7492.59
2483,Blanche,Moody,51,41108,$9158.00
2484,Marcus,Figueroa,42,49088,$4445.40
2485,Belle,Cox,61,97398,$4384.54
2486,Virginia,Lindsey,49,77839,$5956.07
2487,Ronnie,Nguyen,58,66202,$2875.84
2488,Gerald,Robinson,64,78598,$9307.55
2489,Leila,Norris,20,71668,$4773.89
2490,Bradley,Jennings,63,31538,$8514.95
2491,Mathilda,Ray,64,09185,$3361.53
2492,Walter,Porter,32,39810,$8199.08
2493,Hulda,Burgess,28,99001,$601.68
2494,Charlie,Frank,28,41782,$3136.95
2495,Mathilda,Sutton,37,45272,$5019.13
2496,Bobby,Reyes,34,47677,$7237.38
2497,Bertie,Olson,59,73049,$331.98
2498,Minerva,Barton,23,88648,$9072.13
2499,Chris,Terry,45,70955,$1548.77
2500,Cornelia,Johnson,31,30407,$1962.26
2501,Nettie,Price,50,77582,$5641.20
2502,Gilbert,Garner,18,61005,$1602.47
2503,Mayme,Estrada,20,94132,$6059.80
2504,Maggie,Hardy,50,16172,$4023.37
2505,Bessie,Wolfe,36,59930,$4434.26
2506,Lawrence,Francis,38,66679,$8173.17
2507,Richard,Garcia,49,78186,$4257.21
2508,Edward,Berry,20,61200,$7045.64
2509,Devin,Clayton,29,01899,$2368.67
2510,Willie,Lindsey,64,22462,$8643.71
2511,Eric,Drake,62,75771,$7911.97
2512,Clarence,Richards,18,29508,$6579.82
2513,Tom,Harper,27,66700,$3864.98
2514,Alfred,Nguyen,30,19107,$3514.42
2515,Lucy,Chavez,65,81557,$6045.15
2516,Lottie,Hill,22,05682,$9309.27
2517,Hattie,Murphy,22,26857,$2372.13
2518,Lina,Moreno,39,03980,$2133.54
2519,Mark,Sharp,52,33006,$3817.77
2520,Sam,Jacobs,18,18451,$4905.52
2521,Marguerite,Pierce,30,11364,$5218.93
2522,Polly,Mann,22,77382,$592.73
2523,Sadie,Robinson,64,79048,$1833.43
2524,Ethel,Horton,56,70502,$6678.32
2525,Ricky,Scott,34,64626,$9560.51
2526,Rena,Lynch,32,83367,$9749.53
2527,David,Reynolds,32,93165,$7410.93
2528,Sadie,Wade,53,37213,$5039.05
2529,Gerald,Bush,34,47719,$3541.27
2530,Mason,Martin,52,51794,$1622.71
2531,Jeffrey,Farmer,50,77985,$970.60
2532,Madge,Anderson,20,75482,$6031.52
2533,Frank,Fowler,36,81721,$7947.25
2534,Carl,Wong,35,00560,$2427.86
2535,Emily,Jordan,19,65967,$7705.71
2536,Eddie,White,47,97396,$8998.47
2537,Adele,Lowe,49,73729,$5447.06
2538,Bettie,Walton,22,39130,$4643.65
2539,Lillian,Blair,27,20254,$9984.66
2540,Elva,Campbell,64,15852,$956.82
2541,Mildred,Owens,55,87616,$1734.98
2542,Lillie,Cannon,61,32755,$8859.09
2543,Aaron,Reid,46,77468,$8726.18
2544,Dollie,Nelson,18,81867,$4191.54
2545,Franklin,Todd,48,20686,$1782.08
2546,Gerald,Vargas,31,77367,$5692.16
2547,Vincent,White,47,23247,$6553.48
2548,Kevin,Hawkins,54,20703,$1574.39
2549,Teresa,Abbott,51,47626,$3363.24
2550,William,Quinn,57,57143,$8505.44
2551,Warren,Todd,34,25417,$4499.19
2552,Belle,Dean,31,87582,$6737.53
2553,Philip,Lucas,27,90078,$6763.80
2554,Birdie,Carter,39,31568,$6271.82
2555,Gordon,Washington,22,37794,$5593.05
2556,Douglas,Walters,55,04860,$4190.44
2557,Isabel,Garcia,25,98630,$5210.48
2558,Mary,Fox,58,87768,$5556.97
2559,Kathryn,Ward,42,70762,$3074.00
2560,Travis,Guerrero,40,04938,$9232.09
2561,Hilda,Meyer,60,88517,$5322.20
2562,Chris,Ortiz,22,50022,$4194.56
2563,Jeffery,Reid,29,89375,$1508.15
2564,Caroline,Allen,40,13652,$3794.67
2565,Mittie,Shelton,42,01523,$8925.63
2566,Erik,Fletcher,39,22002,$1510.58
2567,Lucas,Graves,51,74734,$616.65
2568,Lee,Schneider,45,38834,$6897.93
2569,Clara,Klein,30,02041,$6970.76
2570,Hattie,Keller,21,59909,$5199.94
2571,Minerva,Chandler,28,68050,$9210.66
2572,Clarence,Hunt,38,52710,$8689.02
2573,Ryan,Coleman,62,47468,$3081.63
2574,Carl,Luna,49,21511,$5819.65
2575,Nannie,Adams,24,80653,$5466.04
2576,Flora,Simon,36,36379,$1268.73
2577,Lucas,Reyes,27,50800,$9222.74
2578,Ethel,Lawson,18,23211,$9352.13
2579,Todd,Vargas,63,13396,$6752.53
2580,Marvin,Elliott,51,31099,$3001.31
2581,Kevin,Bryant,48,19059,$7115.87
2582,Blake,Dixon,45,69750,$5231.04
2583,Ryan,Burgess,27,25367,$4576.84
2584,Amanda,Wade,37,88633,$762.29
2585,Gussie,McDaniel,48,88786,$7345.32
2586,Edith,Erickson,51,07057,$6009.51
2587,Barbara,Murphy,61,08262,$627.39
2588,Minnie,Nguyen,23,88037,$3098.59
2589,Tyler,Shaw,44,19249,$2478.41
2590,Mittie,Baldwin,63,85542,$3669.05
2591,Inez,Soto,37,39686,$7824.51
2592,Lena,Webb,39,02258,$3114.20
2593,Max,Reynolds,40,70895,$5684.42
2594,Katie,Bryan,22,10881,$7017.75
2595,Willie,Evans,35,57876,$9642.48
2596,Shawn,Brown,25,76149,$8859.44
2597,Arthur,Stone,50,31892,$6813.24
2598,Leila,Walters,19,92003,$352.13
2599,Lola,Reed,42,79086,$1082.56
2600,Katharine,Newton,41,36348,$2817.10
2601,Brett,Perkins,44,99874,$9021.57
2602,Brian,Vasquez,51,35267,$5478.99
2603,Alvin,Santos,65,16265,$5484.63
2604,Gertrude,Hale,47,25933,$3827.14
2605,Ruth,Chambers,58,77777,$7428.34
2606,Mildred,Tran,54,90553,$388.70
2607,Lela,Green,61,80671,$6994.50
2608,Sarah,Love,57,60293,$6029.05
2609,Gordon,Schneider,36,27599,$1266.97
2610,Roger,Reid,35,86821,$9790.13
2611,Violet,Saunders,22,28209,$8371.83
2612,Lily,Morris,20,61974,$2549.52
2613,Derrick,Perkins,31,24222,$8664.50
2614,Evan,Pierce,58,85266,$5821.88
2615,Willie,Hamilton,39,58163,$1835.95
2616,Nathan,Padilla,28,51996,$640.37
2617,Bobby,Cruz,38,56136,$8471.88
2618,Gerald,Armstrong,51,21915,$7372.07
2619,Iva,Lambert,33,55752,$7185.36
2620,Kyle,Keller,25,25064,$289.87
2621,Johanna,Cox,48,36257,$6226.94
2622,Stella,Cross,34,93591,$841.74
2623,Addie,Newman,27,34958,$5319.43
2624,Tommy,Blair,18,18635,$6571.27
2625,Leah,Logan,48,81098,$7174.37
2626,Charlie,Soto,58,00421,$5516.90
2627,Ann,Lewis,40,04784,$7231.65
2628,Alma,Pope,36,68443,$295.25
2629,Elizabeth,May,53,38729,$2488.96
2630,Samuel,Robbins,51,24842,$4457.22
2631,Jim,Stephens,35,08427,$2319.09
2632,Henry,Chavez,18,40233,$8986.43
2633,Louisa,Coleman,40,56571,$7952.12
2634,Estelle,Green,55,09033,$7217.47
2635,Emilie,Hernandez,46,05340,$1677.79
2636,Stella,Hardy,34,74180,$7100.59
2637,Charlie,Morales,61,81672,$5093.41
